conversion_rate,occupation,Id,business,Market_Rank,Biz_Street_Number_and_Name,Alt_BizPhone,Search_Location,Enriched_by,Date_Prospected,Prospected_by,Google_Search_Link,Stand_Alone_Website,Google_Search_Side_Profile__Y_N_,Google___of_Reviews,Google_Avg_Rating,Google_Lastest_Review__XXX_months_ago_,Angie_s_Search_Link,Angi_s_Profile_Link,Angi_s___of_Reviews,Angi_s_Avg_Rating,Angi_Lastest_Review_Date,Home_Advisor_Search_Link,HA_Profile_Link,HA___of_Reviews,HA_Avg_Rating,HA_Lastest_Review_Date,Yelp_Search_Link,Yelp_Profile_Link,Yelp___of_Reviews,Yelp___of_Reviews__that_are_not_recommended_,Yelp_Avg_Rating,Yelp__Lastest_Review_Date,Facebook_Search_Link,FB_URL,FB___of_Reviews,FB_Avg_Rating,FB_Latest_Review_Date,FB_Page_Likes,FB_Page_Follows,Instagram_Search_Link,IG_URL,IG_Follows,Month_Released,Occurence_in_MHF__Last_5_mos_,Month,Category,State,City,PostalCode,Phone,Email,DateAdded,sales_outcome,sales_outcome_date_mt,outcome_number_of_attempts,lead_status,lead_number_of_attempts,lead_converted_time,opportunity_id,opportunity_stage,opp_lead_pro_user_pk
0.0886,HVAC Specialist,00Q3q00001aQ2vsEAC,"Tudi Mechanical Systems, Inc.",,"343 Munson Avenue
McKees Rocks, PA",,HomeAdvisor,Ruby Rachel de Castro,5/4/2022,Ruby Rachel de Castro,"www.google.com/search?q=Tudi Mechanical Systems, Inc. in Pittsburgh, PA",https://www.tudi.com/,true,485,4.8,1.0,"www.google.com/search?q=Tudi Mechanical Systems, Inc. in Pittsburgh, PA site:angi.com",https://www.angi.com/companylist/us/pa/mckees-rocks/tudi-mechanical-systems-reviews-199453.htm,278,4.9,2020-10-17,"www.google.com/search?q=Tudi Mechanical Systems, Inc. in Pittsburgh, PA site:homeadvisor.com",https://www.homeadvisor.com/sp/tudi-mechanical-systems,13,4.73,2010-01-26,"www.google.com/search?q=Tudi Mechanical Systems, Inc. in Pittsburgh, PA site:yelp.com",https://www.yelp.com/biz/tudi-mechanical-systems-mckees-rocks-2,12,9,3.5,2018-08-23,"www.google.com/search?q=Tudi Mechanical Systems, Inc. in Pittsburgh, PA site:facebook.com",,,,,,,"www.google.com/search?q=Tudi Mechanical Systems, Inc. Pittsburgh, PA Instagram",,,,,May 2022,Heating System Repair or Maintenance,PA,Pittsburgh,15136,4127714100,kevin.bright@tudi.com,2022-05-13,New,2022-05-06,2,New,2,,,,
0.0311,General Contractor,00Q3q00001XkEUwEAN,Applied Pressure,,742 E 25th St,,HomeAdvisor,Nhejy Chua,5/31/2022,Nhejy Chua,"www.google.com/search?q=Applied Pressure in Norfolk, VA",https://www.appliedpressurellc.com/,true,,,,"www.google.com/search?q=Applied Pressure in Norfolk, VA site:angi.com",,,,,"www.google.com/search?q=Applied Pressure in Norfolk, VA site:homeadvisor.com",https://www.homeadvisor.com/rated.AppliedPressureLLC.80830617.html,,,,"www.google.com/search?q=Applied Pressure in Norfolk, VA site:yelp.com",,,,,,"www.google.com/search?q=Applied Pressure in Norfolk, VA site:facebook.com",https://www.facebook.com/pages/category/Construction-Company/Applied-Pressure-LLC-111864460578506/,,,,51,52,"www.google.com/search?q=Applied Pressure Norfolk, VA Instagram",,,,,June 2022,Bathroom Remodel,VA,Norfolk,23504,7579677006,Appliedpressureco@gmail.com,2022-06-03,Retired,2021-08-05,1,Retired,1,,,,429058742421037060
0.0412,Landscaper,00Q3q00001ae5LBEAY,Precision Renovation and Construction,,"15501 Pocopson Creek Way, Brandywine MD",,HomeAdvisor,Peter Jermyn Acosta,5/30/2022,Peter Jermyn Acosta,"www.google.com/search?q=Precision Renovation and Construction in Silver Spring, MD",https://www.precisionrenovationandconstruction.com/,true,,,,"www.google.com/search?q=Precision Renovation and Construction in Silver Spring, MD site:angi.com",,,,,"www.google.com/search?q=Precision Renovation and Construction in Silver Spring, MD site:homeadvisor.com",https://www.homeadvisor.com/rated.PrecisionRenovation.16852790.html,19,4.9,,"www.google.com/search?q=Precision Renovation and Construction in Silver Spring, MD site:yelp.com",https://www.yelp.com/biz/precision-renovation-and-construction-washington,,,,,"www.google.com/search?q=Precision Renovation and Construction in Silver Spring, MD site:facebook.com",,,,,,,"www.google.com/search?q=Precision Renovation and Construction Silver Spring, MD Instagram",,,,,June 2022,Fence and Gate Installation,MD,Silver Spring,20613,2023973450,brick-concrete@precisionrenovationandconstruction.com,2022-06-03,New,2022-05-31,4,New,4,,,,
0.0977,Roofer and Sider,00Q3q00001aeQeOEAU,"Slagle Roofing & Construction, Inc.",,"242 W Main St., Monongahela, PA",,HomeAdvisor,Edcelle Marie Parreno,5/31/2022,Edcelle Marie Parreno,"www.google.com/search?q=Slagle Roofing & Construction, Inc. in Pittsburgh, PA",http://slagleroofing.com/,true,15,3.6,0.5,"www.google.com/search?q=Slagle Roofing & Construction, Inc. in Pittsburgh, PA site:angi.com",https://www.angi.com/companylist/us/pa/monongahela/slagle-roofing-and-construction-inc-reviews-6197921.htm,25,4.5,2020-12-06,"www.google.com/search?q=Slagle Roofing & Construction, Inc. in Pittsburgh, PA site:homeadvisor.com",https://www.homeadvisor.com/rated.SlagleRoofing.121064407.html,16,5.0,2022-03-26,"www.google.com/search?q=Slagle Roofing & Construction, Inc. in Pittsburgh, PA site:yelp.com",https://www.yelp.com/biz/slagle-roofing-and-construction-pittsburgh-monongahela,,,,,"www.google.com/search?q=Slagle Roofing & Construction, Inc. in Pittsburgh, PA site:facebook.com",https://www.facebook.com/slagleroofing/,17,4.6,2022-05-16,826,862,"www.google.com/search?q=Slagle Roofing & Construction, Inc. Pittsburgh, PA Instagram",,,,,June 2022,Roof Installation or Replacement,PA,Pittsburgh,15063,7242586901,info@slagleroofing.com,2022-06-03,New,2022-06-03,2,New,2,,,,
0.0412,Landscaper,00Q3q00001aeQl3EAE,Old Glory Custom Curbing,,"9007 West 18th Street Road, Greeley CO",,HomeAdvisor,Peter Jermyn Acosta,6/1/2022,Peter Jermyn Acosta,"www.google.com/search?q=Old Glory Custom Curbing in Commerce City, CO",https://oldglorycustomcurbing.com/,true,5,5.0,0.5,"www.google.com/search?q=Old Glory Custom Curbing in Commerce City, CO site:angi.com",,,,,"www.google.com/search?q=Old Glory Custom Curbing in Commerce City, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.RockyMountainCustom.113881847.html,2,5.0,2021-09-08,"www.google.com/search?q=Old Glory Custom Curbing in Commerce City, CO site:yelp.com",,,,,,"www.google.com/search?q=Old Glory Custom Curbing in Commerce City, CO site:facebook.com",https://www.facebook.com/rockymountaincustomcurbing/services/?service_id=3981696348578562,,,,,,"www.google.com/search?q=Old Glory Custom Curbing Commerce City, CO Instagram",,,,,June 2022,Outdoor Landscaping and Design,CO,Commerce City,80634,9703739300,oldglory_customcurbing@outlook.com,2022-06-17,New,2022-06-03,2,New,2,,,,
0.0412,Landscaper,00Q3q00001aeQa5EAE,Tallman Lawn Maintenance,,"7161 Gas Line Rd Keystone Heights, FL",,HomeAdvisor,Peter Jermyn Acosta,6/2/2022,Peter Jermyn Acosta,"www.google.com/search?q=Tallman Lawn Maintenance in Jacksonville, FL",,false,,,,"www.google.com/search?q=Tallman Lawn Maintenance in Jacksonville, FL site:angi.com",,,,,"www.google.com/search?q=Tallman Lawn Maintenance in Jacksonville, FL site:homeadvisor.com",https://www.homeadvisor.com/rated.TallmanLawnMaintenance.101968281.html,0,0.0,,"www.google.com/search?q=Tallman Lawn Maintenance in Jacksonville, FL site:yelp.com",,,,,,"www.google.com/search?q=Tallman Lawn Maintenance in Jacksonville, FL site:facebook.com",https://www.facebook.com/Tallman-Lawn-Maintenance-102993221453650/,18,5.0,2021-08-07,240,245,"www.google.com/search?q=Tallman Lawn Maintenance Jacksonville, FL Instagram",,,,,June 2022,Tree Trimming and Removal,FL,Jacksonville,32656,9045170558,tallmanlawn@gmail.com,2022-06-17,New,2022-06-03,4,New,4,,,,
0.0591,Mover,00Q3q00001ZwkrzEAB,All My Sons Moving & Storage - Portland,,12470 SE Hwy 212,,HomeAdvisor,Karla Bagalay,3/8/2022,Karla Bagalay,"www.google.com/search?q=All My Sons Moving & Storage - Portland in Portland, OR",https://www.allmysons.com/oregon/portland/index.aspx,true,33,1.9,0.5,"www.google.com/search?q=All My Sons Moving & Storage - Portland in Portland, OR site:angi.com",,,,,"www.google.com/search?q=All My Sons Moving & Storage - Portland in Portland, OR site:homeadvisor.com",https://www.homeadvisor.com/rated.AllMySonsMoving.70862480.html,29,4.1,2021-12-31,"www.google.com/search?q=All My Sons Moving & Storage - Portland in Portland, OR site:yelp.com",https://www.yelp.com/biz/all-my-sons-moving-and-storage-clackamas-3,34,17,1.5,2021-12-17,"www.google.com/search?q=All My Sons Moving & Storage - Portland in Portland, OR site:facebook.com",https://www.facebook.com/AllMySons/,,,,4389,4714,"www.google.com/search?q=All My Sons Moving & Storage - Portland Portland, OR Instagram",https://www.instagram.com/allmysonsmoving/,1510,,,March 2022,Long Distance Moving,OR,Portland,,9712798445,info@allmysons.com,2022-03-10,Attempt,2022-03-28,1,Unsuccessful,1,,,,
0.1202,Pest Control Specialist,00Q3q00001ZwkymEAB,Pest Therapy,,22616 W Desert Bloom St,,HomeAdvisor,Karla Bagalay,3/9/2022,Karla Bagalay,"www.google.com/search?q=Pest Therapy in Phoenix, AZ",http://pesttherapy.com/,true,35,4.9,2.0,"www.google.com/search?q=Pest Therapy in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Pest Therapy in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/sp/pest-therapy,7,4.86,2014-09-25,"www.google.com/search?q=Pest Therapy in Phoenix, AZ site:yelp.com",https://www.yelp.com/biz/pest-therapy-buckeye-5,6,7,5.0,2017-09-21,"www.google.com/search?q=Pest Therapy in Phoenix, AZ site:facebook.com",https://www.facebook.com/buckeye.bugs/,12,5.0,2021-08-09,112,113,"www.google.com/search?q=Pest Therapy Phoenix, AZ Instagram",,,,,March 2022,Pest Control Services,AZ,Phoenix,,6237039575,pesttherapy@gmail.com,2022-03-11,Attempt,2022-04-21,2,Unsuccessful,2,,,,
0.0311,General Contractor,00Q3q00001Zv8BbEAJ,"KDS Construction, LLC",,12539 Rocky River Church Rd.,,HomeAdvisor,Edcelle Marie Parreno,3/8/2022,Edcelle Marie Parreno,"www.google.com/search?q=KDS Construction, LLC in Charlotte, NC",,false,,,,"www.google.com/search?q=KDS Construction, LLC in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=KDS Construction, LLC in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/sp/kds-construction,4,4.44,2009-02-06,"www.google.com/search?q=KDS Construction, LLC in Charlotte, NC site:yelp.com",,,,,,"www.google.com/search?q=KDS Construction, LLC in Charlotte, NC site:facebook.com",,,,,,,"www.google.com/search?q=KDS Construction, LLC Charlotte, NC Instagram",,,,,March 2022,General Contracting,NC,Charlotte,,7045737786,,2022-03-11,Attempt,2022-03-16,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q3q00001ZwlApEAJ,"Slice It Landscaping, LLC",,"16191 Iola St.
Brighton, CO",,HomeAdvisor,Maricor Villaluz,3/15/2022,Maricor Villaluz,"www.google.com/search?q=Slice It Landscaping, LLC in Denver, CO",https://www.sliceit.net/,true,8,4.1,0.5,"www.google.com/search?q=Slice It Landscaping, LLC in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Slice It Landscaping, LLC in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.SliceitLLC.32594844.html,7,4.7,2020-07-21,"www.google.com/search?q=Slice It Landscaping, LLC in Denver, CO site:yelp.com",https://www.yelp.com/biz/slice-it-landscaping-broomfield-2,3,1,2.5,2022-01-17,"www.google.com/search?q=Slice It Landscaping, LLC in Denver, CO site:facebook.com",https://www.facebook.com/sliceitlandscaping,7,4.4,2022-02-22,296,307,"www.google.com/search?q=Slice It Landscaping, LLC Denver, CO Instagram",,,,,March 2022,Outdoor Landscaping and Design,CO,Denver,80602,7202631113,jeff@sliceit.net,2022-03-17,Connection,2022-04-26,6,Unsuccessful,6,,,,
0.0768,Engineer and Technical Designer,00Q3q00001ZJvbKEAT,Cary F. Dunn Architect,1333,46 Arcade Alley,,HomeAdvisor,Ruby Rachel de Castro,,,"www.google.com/search?q=Cary F. Dunn Architect in Nashville, TN",,false,,,,"www.google.com/search?q=Cary F. Dunn Architect in Nashville, TN site:angi.com",,,,,"www.google.com/search?q=Cary F. Dunn Architect in Nashville, TN site:homeadvisor.com",https://www.homeadvisor.com/sp/cary-f-dunn,,,,"www.google.com/search?q=Cary F. Dunn Architect in Nashville, TN site:yelp.com",,,,,,"www.google.com/search?q=Cary F. Dunn Architect in Nashville, TN site:facebook.com",,,,,,,"www.google.com/search?q=Cary F. Dunn Architect Nashville, TN Instagram",,,,,March 2022,Architectural Services,TN,Nashville,37219,6152519980,,2022-03-17,Attempt,2022-01-11,1,Unsuccessful,1,,,,
0.0886,HVAC Specialist,00Q3q00001Zwl9TEAR,"Brower Mechanical, Inc.",,4060 Alvis Court,,HomeAdvisor,Karla Bagalay,3/15/2022,Karla Bagalay,"www.google.com/search?q=Brower Mechanical, Inc. in Sacramento, CA",https://www.browermechanical.com/,true,309,4.7,0.5,"www.google.com/search?q=Brower Mechanical, Inc. in Sacramento, CA site:angi.com",https://www.angi.com/companylist/us/ca/rocklin/brower-mechanical-inc-reviews-263945.htm,89,4.7,2017-07-12,"www.google.com/search?q=Brower Mechanical, Inc. in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/sp/brower-mechanical,1,4.17,2011-07-02,"www.google.com/search?q=Brower Mechanical, Inc. in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/brower-mechanical-rocklin-12,86,27,4.0,2021-12-27,"www.google.com/search?q=Brower Mechanical, Inc. in Sacramento, CA site:facebook.com",https://www.facebook.com/BrowerMechanicalInc/,,,2021-08-28,482,547,"www.google.com/search?q=Brower Mechanical, Inc. Sacramento, CA Instagram",https://www.instagram.com/brower_mechanical/,58,,,March 2022,Central Air Conditioning Installation or Replacement,CA,Sacramento,95677,9164356253,info@browermechanical.com,2022-03-17,Connection,2022-04-19,3,Unsuccessful,3,,,,
0.1168,Inspector and Restorer,00Q3q00001aNwBnEAK,AAA Plus Fire & Water Damage,,8541 Younger Creek Dr Ste 100,,HomeAdvisor,Karla Bagalay,3/16/2022,Karla Bagalay,"www.google.com/search?q=AAA Plus Fire & Water Damage in Sacramento, CA",,true,2,3.5,1.0,"www.google.com/search?q=AAA Plus Fire & Water Damage in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=AAA Plus Fire & Water Damage in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/sp/abes-aaa-plus,,,,"www.google.com/search?q=AAA Plus Fire & Water Damage in Sacramento, CA site:yelp.com",https://www.yelp.com/biz/aaa-plus-fire-and-water-sacramento-2,,,,,"www.google.com/search?q=AAA Plus Fire & Water Damage in Sacramento, CA site:facebook.com",https://www.facebook.com/aaaplusrestoration,,,2019-02-01,,17,"www.google.com/search?q=AAA Plus Fire & Water Damage Sacramento, CA Instagram",,,,,March 2022,Mold Inspection and Removal,CA,Sacramento,95828,9164559200,,2022-03-17,Attempt,2022-06-29,1,Convert,1,2022-04-21T00:00:00Z,0063q000012uDQuAAM,Closed Lost,
0.0311,General Contractor,00Q3q00001Zwl3rEAB,"Bolder Building Services, Inc.",,"14100 52nd Ave, Arvada, CO",,HomeAdvisor,Edcelle Marie Parreno,3/14/2022,Edcelle Marie Parreno,"www.google.com/search?q=Bolder Building Services, Inc. in Denver, CO",,false,,,,"www.google.com/search?q=Bolder Building Services, Inc. in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Bolder Building Services, Inc. in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/bolder-building-services,6,4.75,2004-07-05,"www.google.com/search?q=Bolder Building Services, Inc. in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=Bolder Building Services, Inc. in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=Bolder Building Services, Inc. Denver, CO Instagram",,,,,March 2022,General Contracting,CO,Denver,80002,3034030300,,2022-03-18,Attempt,2022-04-12,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001Zwl4UEAR,Urben and Son Construction,,"8123 S. Carr Ct, Littleton, CO",,HomeAdvisor,Edcelle Marie Parreno,3/14/2022,Edcelle Marie Parreno,"www.google.com/search?q=Urben and Son Construction in Denver, CO",http://www.urbenandsonconstruction.com/,false,,,,"www.google.com/search?q=Urben and Son Construction in Denver, CO site:angi.com",,,,,"www.google.com/search?q=Urben and Son Construction in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/urben-son-construction,,,,"www.google.com/search?q=Urben and Son Construction in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=Urben and Son Construction in Denver, CO site:facebook.com",https://www.facebook.com/Urben-and-Son-Construction-94701162376/,,,,33,36,"www.google.com/search?q=Urben and Son Construction Denver, CO Instagram",,,,,March 2022,General Contracting,CO,Denver,80128,3039796033,,2022-03-18,Attempt,2022-06-29,3,Convert,3,2022-04-23T00:00:00Z,0063q000012uROGAA2,Closed Lost,
0.0311,General Contractor,00Q3q00001ZwkzoEAB,NuHome Construction,,"984 E. 8th Ave., Broomfield, CO",,HomeAdvisor,Edcelle Marie Parreno,3/14/2022,Edcelle Marie Parreno,"www.google.com/search?q=NuHome Construction in Denver, CO",,false,,,,"www.google.com/search?q=NuHome Construction in Denver, CO site:angi.com",,,,,"www.google.com/search?q=NuHome Construction in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/sp/nuhome-construction,1,5.0,2010-01-28,"www.google.com/search?q=NuHome Construction in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=NuHome Construction in Denver, CO site:facebook.com",,,,,,,"www.google.com/search?q=NuHome Construction Denver, CO Instagram",,,,,March 2022,General Contracting,CO,Denver,80020,7202201549,,2022-03-18,Connection,2022-04-06,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001XgVpbEAF,Eco Grizzly,,"6100 Kentland Ave, Woodland Hills, CA",,HomeAdvisor,Sheryl Reyes,3/23/2022,Sheryl Reyes,"www.google.com/search?q=Eco Grizzly in Los Angeles, CA",https://www.ecogrizzly.com/,true,,,,"www.google.com/search?q=Eco Grizzly in Los Angeles, CA site:angi.com",https://www.angi.com/companylist/us/ca/canoga-park/eco-grizzly-reviews-10089734.htm,9,5.0,2021-09-09,"www.google.com/search?q=Eco Grizzly in Los Angeles, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.EcoGrizzly.115051003.html,62,4.9,2022-03-18,"www.google.com/search?q=Eco Grizzly in Los Angeles, CA site:yelp.com",https://www.yelp.com/biz/eco-grizzly-woodland-hills-5,55,50,4.5,2022-02-27,"www.google.com/search?q=Eco Grizzly in Los Angeles, CA site:facebook.com",https://www.facebook.com/EcoGrizzlyChimney/,22,4.6,2022-02-07,269,271,"www.google.com/search?q=Eco Grizzly Los Angeles, CA Instagram",https://www.instagram.com/eco.grizzly/,283,,,March 2022,General Contracting,CA,Los Angeles,91367,4242589882,,2022-03-25,UNKNOWN,2021-10-20,3,Convert,3,2021-10-21T00:00:00Z,,,405883013976276994
0.0311,General Contractor,00Q3q00001aNaihEAC,"Tyler Pierce Construction, Inc.",,7250 Frankford Ave Suite 300,,HomeAdvisor,Edcelle Marie Parreno,3/22/2022,Edcelle Marie Parreno,"www.google.com/search?q=Tyler Pierce Construction, Inc. in Philadelphia, PA",,true,,,,"www.google.com/search?q=Tyler Pierce Construction, Inc. in Philadelphia, PA site:angi.com",,,,,"www.google.com/search?q=Tyler Pierce Construction, Inc. in Philadelphia, PA site:homeadvisor.com",https://www.homeadvisor.com/sp/tyler-pierce-construction,,,,"www.google.com/search?q=Tyler Pierce Construction, Inc. in Philadelphia, PA site:yelp.com",,,,,,"www.google.com/search?q=Tyler Pierce Construction, Inc. in Philadelphia, PA site:facebook.com",,,,,,,"www.google.com/search?q=Tyler Pierce Construction, Inc. Philadelphia, PA Instagram",,,,,March 2022,General Contracting,PA,Philadelphia,19135,2155504121,,2022-03-25,Attempt,2022-04-10,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001aNanUEAS,Lance Tart Construction,,436 South 55th Street,,HomeAdvisor,Edcelle Marie Parreno,3/22/2022,Edcelle Marie Parreno,"www.google.com/search?q=Lance Tart Construction in Philadelphia, PA",https://www.lancetartconstruction.com/,false,,,,"www.google.com/search?q=Lance Tart Construction in Philadelphia, PA site:angi.com",,,,,"www.google.com/search?q=Lance Tart Construction in Philadelphia, PA site:homeadvisor.com",https://www.homeadvisor.com/rated.LanceTartConstruction.102723487.html,,,,"www.google.com/search?q=Lance Tart Construction in Philadelphia, PA site:yelp.com",,,,,,"www.google.com/search?q=Lance Tart Construction in Philadelphia, PA site:facebook.com",,,,,,,"www.google.com/search?q=Lance Tart Construction Philadelphia, PA Instagram",,,,,March 2022,General Contracting,PA,Philadelphia,19143,2154500500,,2022-03-25,Attempt,2022-06-05,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q3q00001aNapHEAS,N.M.B. Lawn Care,,"Elk Grove, CA",,HomeAdvisor,Angela Pastidio,3/22/2022,Angela Pastidio,"www.google.com/search?q=N.M.B. Lawn Care in Sacramento, CA",,false,,,,"www.google.com/search?q=N.M.B. Lawn Care in Sacramento, CA site:angi.com",,,,,"www.google.com/search?q=N.M.B. Lawn Care in Sacramento, CA site:homeadvisor.com",https://www.homeadvisor.com/sp/nmb-lawn-care,1,5.0,2011-09-17,"www.google.com/search?q=N.M.B. Lawn Care in Sacramento, CA site:yelp.com",,,,,,"www.google.com/search?q=N.M.B. Lawn Care in Sacramento, CA site:facebook.com",https://www.facebook.com/NMB-Lawn-Care-176977265717693/,,,,2,2,"www.google.com/search?q=N.M.B. Lawn Care Sacramento, CA Instagram",,,,,March 2022,Full Service Lawn Care,CA,Sacramento,95624,9166002757,,2022-03-25,Attempt,2022-04-12,1,Unsuccessful,1,,,,
0.0769,Plumber,00Q3q00001aNbGeEAK,"24-7 Plumbing Heating and Cooling, LLC",,"17727 Commerce Drive, Suite 100 Westfield",,HomeAdvisor,Nhejy Chua,3/29/2022,Nhejy Chua,"www.google.com/search?q=24-7 Plumbing Heating and Cooling, LLC in Indianapolis, IN",https://24-7phc.com/,true,9,5.0,1.0,"www.google.com/search?q=24-7 Plumbing Heating and Cooling, LLC in Indianapolis, IN site:angi.com",,,,,"www.google.com/search?q=24-7 Plumbing Heating and Cooling, LLC in Indianapolis, IN site:homeadvisor.com",https://www.homeadvisor.com/rated.247PlumbingHeatingand.88318809.html,80,4.8,2022-01-04,"www.google.com/search?q=24-7 Plumbing Heating and Cooling, LLC in Indianapolis, IN site:yelp.com",,,,,,"www.google.com/search?q=24-7 Plumbing Heating and Cooling, LLC in Indianapolis, IN site:facebook.com",,,,,,,"www.google.com/search?q=24-7 Plumbing Heating and Cooling, LLC Indianapolis, IN Instagram",,,,,April 2022,Plumbing Pipe Repair,IN,Indianapolis,46074,3179957999,info@24-7phc.com,2022-04-01,Connection,2022-04-12,1,Unsuccessful,1,,,,
